state,lon,lat,communityname,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,PersPerFam,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,PctHousOccup,PctHousOwnOcc,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccMedVal,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,ViolentCrimesPerPop
Alabama,-85.6403,31.459,Ozark,0.05,0.41,0.48,0.6,0.05,0.03,0.46,0.52,0.34,0.44,0.01,0.19,0.51,0.37,0.27,0.52,0.44,0.62,0.18,0.22,0.16,0.2,0.19,0.1,0.32,0.02,0.44,0.46,0.48,0.22,0.45,0.38,0.27,0.43,0.44,0.37,0.48,0.36,0.55,0.46,0.52,0.68,0.54,0.49,0.5,0.01,0.2,0.01,0.06,0.04,0.08,0.15,0.01,0.01,0.01,0.02,0.95,0.01,0.2,0.41,0.42,0.43,0.5,0.14,0.39,0.53,0.5,0.57,0.6,0.7,0.21,0.08,0.12,0.29,0.35,0.46,0.06,0.57,0.5,0.57,0.44,0.05,0.06,0.62
Alabama,-87.677254,34.799809,Florence,0.04,0.33,0.33,0.73,0.02,0.01,0.47,0.5,0.42,0.54,0.06,0.16,0.37,0.38,0.4,0.61,0.38,0.59,0.23,0.25,0.19,0.11,0.47,0.26,0.25,0.06,0.49,0.47,0.52,0.36,0.44,0.33,0.46,0.45,0.51,0.42,0.44,0.37,0.5,0.36,0.53,0.63,0.53,0.62,0.47,0.03,0.31,0.01,0.45,0.53,0.51,0.44,0.02,0.02,0.02,0.01,0.98,0.02,0.11,0.32,0.36,0.29,0.54,0.07,0.46,0.76,0.52,0.46,0.48,0.38,0.23,0.08,0.14,0.48,0.22,0.35,0.01,0.76,0.54,0.68,0.69,0.07,0.13,0.25
Alabama,-85.97,31.8088,Troy,0.01,0.51,0.66,0.47,0.02,0.01,0.396790005,0.466675325,0.288938058,0.43,0.01,0.09,0.4,0.65,0.3,0.51,0.71,0.31,0.14,0.21,0.12,0.3,0.39,0.02,0.14,0.03,0.81,0.54,0.57,0.36,0.48,0.28,0.34,0.65,0.48,0.42,0.31,0.405934511,0.35,0.47,0.31,0.22,0.34,0.51,0.51,0.02,0.68,0.01,0.300668424,0.7,0.63,0.78,0.11,0.07,0.06,0.07,0.94,0.01,0.22,0.35,0.4,0.33,0.46,0.17,0.52,0.63,0.45,0.32,0.69,0.62,0.35,0.08,0.07,0.69,0.08,0.31,0.04,0.79,0.47,0.48,0.59,0.07,0.05,0.03
Alabama,-88.0706,30.8207,Saraland,0.04,0.48,0.13,0.89,0.01,0.01,0.45,0.46,0.3,0.35,0.02,0.31,0.61,0.28,0.35,0.47,0.13,0.61,0.23,0.23,0.18,0.19,0.317,0.02,0.15,0.01,0.18,0.32,0.46,0.13,0.24,0.44,0.53,0.3,0.56,0.24,0.38,0.25,0.42,0.47,0.75,0.87,0.68,0.42,0.38,0.03,0.07,0.01,0.52,0.38,0.45,0.38,0.02,0.01,0.02,0.01,0.97,0.027857143,0.15,0.54,0.54,0.48,0.74,0.09,0.28,0.84,0.73,0.48,0.65,0.25,0.07,0.09,0.19,0.15,0.15,0.15,0.01,0.78,0.71,0.87,0.8,0.03,0.09,0.65
Alabama,-86.941856,34.443443,Hartselle,0.01,0.43,0.12,0.9,0.01,0.12,0.46,0.45,0.28,0.43,0.02,0.28,0.57,0.65,0.37,0.53,0.36,0.42,0.24,0.24,0.19,0.14,0.52,0.33,0.45,0.01,0.27,0.48,0.51,0.21,0.33,0.51,0.67,0.39,0.59,0.34,0.39,0.23,0.48,0.44,0.72,0.83,0.74,0.71,0.65,0.01,0.1,0.01,0.326,0.362,0.4,0.43,0.172,0.169,0.043684211,0.04025641,0.98,0.01,0.15,0.47,0.47,0.44,0.7,0.07,0.33,0.79,0.7,0.47,0.6,0.31,0.211129469,0.09,0.13,0.3,0.22,0.31,0.01,0.8,0.59,0.76,0.77,0.03,0.07,0.01
Alabama,-86.9967,33.4512,Hueytown,0.01,0.44,0.26,0.8,0.01,0.12,0.4,0.41,0.27,0.51,0.02,0.29,0.52,0.03,0.32,0.61,0.12,0.68,0.24,0.24,0.27,0.39,0.14,0.02,0.376,0.01,0.17,0.27,0.42,0.13,0.31,0.41,0.29,0.37,0.34,0.27,0.42,0.21,0.39,0.41,0.71,0.81,0.66,0.65,0.65,0.01,0.21,0.01,0.326,0.362,0.4,0.46,0.172,0.169,0.043684211,0.01,0.98,0.03,0.12,0.47,0.45,0.47,0.538157895,0.06,0.37,0.88,0.84,0.58,0.52,0.11,0.29,0.08,0.27,0.23,0.23,0.39,0.01,0.93,0.81,0.94,0.9,0.02,0.15,0.22
Alabama,-85.3905,31.2232,Dothan,0.07,0.41,0.53,0.57,0.05,0.01,0.44,0.46,0.29,0.41,0.08,0.23,0.53,0.25,0.31,0.5,0.38,0.4,0.27,0.34,0.16,0.2,0.31,0.47,0.35,0.08,0.45,0.4,0.51,0.3,0.28,0.51,0.4,0.43,0.48,0.4,0.61,0.3,0.67,0.47,0.47,0.52,0.48,0.68,0.67,0.05,0.37,0.01,0.24,0.41,0.36,0.41,0.02,0.03,0.02,0.02,0.97,0.02,0.2,0.43,0.45,0.42,0.53,0.16,0.41,0.73,0.52,0.41,0.67,0.58,0.29,0.1,0.16,0.33,0.16,0.36,0.03,0.7,0.52,0.66,0.64,0.042641907,0.06,0.52
Alabama,-86.7878,33.4487,Vestavia Hills,0.02,0.39,0.02,0.96,0.09,0.01,0.36,0.33,0.21,0.52,0.03,0.21305,0.58,0.24,0.331153846,0.5,0.07,0.51,0.219945946,0.27865,0.189073171,0.3,0.49,0.3,0.49,0.02,0.05,0.04,0.06,0.322378465,0.09,0.49,0.15,0.72,0.04,0.411463737,0.18,0.23,0.37,0.4,0.88,0.88,0.73,0.44,0.4,0.02,0.05,0.01,0.47,0.34,0.45,0.45,0.1,0.06,0.07,0.07,0.94,0.04,0.1,0.42,0.46,0.26,0.538157895,0.02,0.25,0.86,0.72,0.38,0.63,0.01,0.17,0.088684211,0.38,0.35,0.2,0.1,0.08,0.6,0.54,0.64,0.6,0.02,0.19,0.01
Alabama,-85.1455,31.8913,Eufaula,0.01,0.46,0.67,0.47,0.02,0.01,0.49,0.48,0.3,0.45,0.01,0.17,0.5,0.27,0.24,0.51,0.58,0.28,0.2,0.29,0.15,0.09,0.25,0.02,0.48,0.02,0.54,0.59,0.66,0.24,0.48,0.42,0.86,0.27,0.75,0.32,0.52,0.37,0.57,0.52,0.41,0.53,0.59,0.66,0.7,0.02,0.47,0.01,0.3,0.22,0.18,0.15,0.01,0.01,0.01,0.04025641,0.98,0.02,0.24,0.47,0.49,0.46,0.56,0.21,0.44,0.58,0.56,0.56,0.67,0.72,0.245,0.07,0.08,0.28,0.19,0.43,0.01,0.67,0.59,0.66,0.6,0.042641907,0.02,0.28
Alabama,-86.7483,34.6993,Madison,0.01,0.36,0.15,0.83,0.043512195,0.03,0.23,0.57,0.21,0.06,0.02,0.52,0.95,0.41,0.331153846,0.06,0.07,0.23,0.219945946,0.27865,0.25,0.29,0.35,0.266842672,0.66,0.02,0.1,0.08,0.1,0.322378465,0.12,0.83,0.77,0.31,0.11,0.411463737,0.45,0.29,0.41,0.4,0.85,0.91,0.64,0.37,0.36,0.01,0.16,0.01,0.36,0.39,0.45,0.47,0.11,0.11,0.11,0.11,0.957857143,0.06,0.08,0.39,0.48,0.29,0.57,0.08,0.43,0.6,0.53,0.21,0.574047619,0.15,0.1,0.088684211,0.36,0.483,0.37,0.24,0.13,0.746190476,0.565853659,0.687071429,0.663,0.06,0.06,0.08
Alabama,-85.7077,32.4302,Tuskegee,0.01,0.62,0.168,0.765,0.03,0.12,0.482,0.466675325,0.288938058,0.47,0.01,0.07,0.42,0.32,0.12,0.46,0.6,0.62,0.08,0.2,0.19,0.213,0.16,0.11,0.06,0.03,0.405609756,0.47,0.48,0.44,0.354,0.08,0.14,0.431,0.4,0.5,0.4,0.421,0.54,0.61,0.625,0.669,0.589,0.56804878,0.86,0.04,0.235,0.01,0.56,0.62,0.55,0.62,0.07,0.07,0.06,0.06,0.95,0.04,0.39,0.41,0.39,0.46,0.38,0.126731707,0.49,0.44,0.4,0.61,0.65,0.71,0.52,0.07,0.13,0.483,0.45,0.5,0.05,0.71,0.47,0.55,0.43,0.04,0.07,0.53
Alabama,-86.809414,33.459024,Homewood,0.02,0.23,0.16,0.85,0.08,0.01,0.47,0.65,0.288938058,0.45,0.04,0.31,0.62,0.2,0.58,0.4,0.11,0.38,0.219945946,0.43,0.29,0.28,0.18,0.43,0.63,0.01,0.16,0.09,0.14,0.69,0.14,0.53,0.15,0.68,0.11,0.76,0.47,0.56,0.59,0.27,0.68,0.85,0.69,0.63,0.67,0.01,0.15,0.01,0.46,0.61,0.66,0.58,0.11,0.12,0.12,0.1,0.92,0.05,0.04,0.400512821,0.43375,0.11,0.47,0.03,0.62,0.82,0.42,0.35,0.44,0.07,0.24,0.088684211,0.28,0.26,0.15,0.29,0.09,0.68,0.38,0.66,0.64,0.02,0.09,0.15
Alabama,-88.0897,30.7452,Prichard,0.04,0.67,0.168,0.765,0.132,0.12,0.62,0.54,0.36,0.35,0.05,0.352,0.28,0.11,0.495,0.56,0.308,0.38,0.219945946,0.1,0.14,0.13,0.02,0.14,0.29,0.13,0.295,0.6,0.82,0.06,0.354,0.12,0.38,0.47,0.7,0.12,0.71,0.62,0.81,0.446666667,0.625,0.669,0.522595238,0.41,0.33,0.026666667,0.235,0.01,0.326,0.97,0.79,0.67,0.02,0.01,0.01,0.01,0.96,0.02,0.187380952,0.400512821,0.43375,0.383170732,0.44,0.126731707,0.5,0.698095238,0.48,0.84,0.4,0.8,0.211129469,0.03,0.06,0.483,0.240952381,0.346666667,0.042820513,0.94,0.66,0.95,0.88,0.07,0.11,0.222
Alabama,-87.565155,33.189281,Tuscaloosa,0.11,0.43,0.69,0.43,0.08,0.01,0.396790005,0.466675325,0.288938058,0.37,0.12,0.13,0.53,0.17,0.36,0.42,0.39,0.37,0.22,0.3,0.16,0.19,0.17,0.09,0.21,0.17,0.71,0.39,0.48,0.44,0.44,0.28,0.24,0.41785323,0.33,0.51,0.44,0.405934511,0.48,0.44,0.34,0.41,0.35,0.63,0.64,0.026666667,0.69,0.01,0.326,0.96,0.84,0.8,0.15,0.13,0.1,0.09,0.95,0.03,0.19,0.32,0.42,0.28,0.37,0.16,0.58,0.79,0.34,0.49,0.58,0.35,0.36,0.11,0.19,0.8,0.31,0.35,0.06,0.75,0.43,0.47,0.57,0.042641907,0.14,0.51
Alabama,-85.378281,32.645412,Opelika,0.02,0.45,0.76,0.38,0.08,0.12,0.47,0.53,0.34,0.38,0.03,0.23,0.53,0.11,0.28,0.47,0.4,0.33,0.24,0.34,0.19,0.01,0.17,0.06,0.26,0.04,0.55,0.52,0.52,0.3,0.44,0.52,0.73,0.54,0.65,0.35,0.56,0.41,0.6,0.5,0.37,0.34,0.41,0.9,0.83,0.03,0.59,0.01,0.24,0.8,0.78,0.8,0.03,0.08,0.07,0.07,0.96,0.06,0.25,0.47,0.48,0.46,0.53,0.23,0.46,0.68,0.53,0.52,0.65,0.53,0.37,0.1,0.15,0.41,0.09,0.44,0.04,0.82,0.59,0.76,0.75,0.042641907,0.04,0.222
Alabama,-86.0341,34.6723,Scottsboro,0.01,0.37,0.11,0.9,0.02,0.01,0.43,0.43,0.28,0.46,0.01,0.22,0.43,0.24,0.34,0.53,0.46,0.45,0.24,0.24,0.2,0.13,0.5,0.34,0.21,0.02,0.38,0.54,0.57,0.23,0.26,0.45,0.72,0.32,0.73,0.36,0.49,0.22,0.51,0.37,0.64,0.83,0.51,0.56,0.51,0.03,0.11,0.01,0.326,0.29,0.31,0.52,0.172,0.01,0.01,0.01,0.98,0.02,0.1,0.39,0.4,0.39,0.59,0.09,0.44,0.71,0.59,0.48,0.65,0.53,0.52,0.08,0.15,0.28,0.21,0.39,0.01,0.77,0.61,0.8,0.76,0.042641907,0.02,0.15
Alabama,-86.959877,33.406509,Bessemer,0.04,0.44,0.168,0.1,0.132,0.12,0.43,0.45,0.3,0.58,0.05,0.08,0.27,0.21,0.14,0.75,0.63,0.57,0.11,0.21,0.16,0.08,0.17,0.02,0.22,0.09,0.79,0.58,0.75,0.09,0.72,0.17,0.36,0.38,0.62,0.18,0.7,0.47,0.67,0.56,0.14,0.24,0.13,0.56,0.44,0.08,0.87,0.01,0.14,0.1,0.08,0.22,0.172,0.169,0.043684211,0.04025641,0.95,0.01,0.36,0.47,0.46,0.5,0.49,0.23,0.55,0.65,0.5,0.56,0.4,0.43,0.211129469,0.04,0.1,0.59,0.49,0.6,0.042820513,0.96,0.74,0.95,0.89,0.11,0.07,0.222
Alabama,-86.25164,33.173172,Sylacauga,0.01,0.36,0.48,0.62,0.01,0.12,0.42,0.42,0.27,0.58,0.01,0.14,0.27,0.34,0.28,0.69,0.47,0.44,0.19,0.24,0.15,0.13,0.317,0.02,0.43,0.02,0.52,0.48,0.6,0.27,0.27,0.37,0.73,0.4,0.72,0.43,0.44,0.28,0.57,0.45,0.49,0.66,0.56,0.55,0.52,0.01,0.2,0.01,0.326,0.362,0.4,0.39,0.172,0.169,0.043684211,0.01,0.98,0.03,0.22,0.4,0.42,0.38,0.55,0.17,0.51,0.67,0.55,0.7,0.46,0.62,0.211129469,0.08,0.07,0.53,0.27,0.28,0.01,0.88,0.62,0.78,0.82,0.05,0.06,0.31
Alabama,-86.8164,33.2443,Alabaster,0.01,0.61,0.21,0.83,0.02,0.01,0.41,0.49,0.26,0.21,0.02,0.46,0.77,0.23,0.38,0.22,0.16,0.22,0.29,0.29,0.27,0.16,0.24,0.4,0.26,0.01,0.14,0.27,0.37,0.39,0.12,0.69,0.27,0.37,0.32,0.48,0.31,0.2,0.35,0.56,0.79,0.97,0.82,0.6,0.51,0.04,0.09,0.01,0.5,0.43,0.46,0.43,0.04,0.03,0.03,0.02,0.97,0.01,0.21,0.400512821,0.43375,0.56,0.538157895,0.1,0.22,0.85,0.82,0.26,0.83,0.13,0.211129469,0.15,0.28,0.19,0.18,0.25,0.03,0.7,0.4,0.34,0.57,0.05,0.06,0.06
Alabama,-87.023911,32.413734,Selma,0.02,0.47,0.168,0.1,0.02,0.12,0.54,0.49,0.33,0.5,0.01,0.07,0.23,0.24,0.22,0.68,0.291628027,0.44,0.12,0.29,0.13,0.02,0.38,0.02,0.2,0.07,0.405609756,0.57,0.7,0.24,0.74,0.18,0.54,0.56,0.65,0.39,0.56,0.52,0.64,0.61,0.12,0.2,0.18,0.49,0.33,0.07,0.235,0.01,0.326,0.362,0.82,0.89,0.05,0.04,0.03,0.03,0.97,0.03,0.4,0.48,0.44,0.54,0.39,0.26,0.47,0.65,0.42,0.62,0.5,0.69,0.245,0.06,0.09,0.65,0.23,0.5,0.01,0.92,0.66,0.82,0.83,0.04,0.14,0.222
Alabama,-87.903603,30.603525,Daphne,0.06,0.39,0.31,0.75,0.02,0.02,0.35,0.43,0.22,0.33,0.14,0.43,0.71,0.43,0.54,0.34,0.08,0.48,0.219945946,0.46,0.22,0.43,0.286421984,0.02,0.53,0.01,0.18,0.11,0.17,0.57,0.22,0.56,0.28,0.42,0.21,0.6,0.47,0.25,0.48,0.4,0.74,0.81,0.55,0.64,0.53,0.026666667,0.14,0.01,0.2,0.43,0.41,0.35,0.02,0.03,0.03,0.02,0.99,0.01,0.14,0.42,0.48,0.27,0.7,0.08,0.34,0.61,0.66,0.53,0.85,0.17,0.28,0.15,0.3,0.15,0.31,0.24,0.03,0.6,0.46,0.4,0.54,0.03,0.08,0.05
Alabama,-85.7614,33.8137,Jacksonville,0.01,0.54,0.34,0.71,0.07,0.03,0.482,0.482,0.319,0.34,0.07,0.17,0.53,0.1,0.32,0.4,0.26,0.65,0.16,0.17,0.17,0.22,0.12,0.02,0.56,0.02,0.56,0.39,0.43,0.48,0.51,0.26,0.21,0.75,0.36,0.49,0.29,0.405934511,0.29,0.4,0.62,0.71,0.72,0.71,0.69,0.01,0.09,0.01,0.4,0.362,0.394495692,0.8,0.06,0.13,0.11,0.09,0.92,0.04,0.12,0.29,0.39,0.24,0.41,0.09,0.58,0.69,0.38,0.36,0.67,0.3,0.11,0.1,0.13,0.65,0.24,0.26,0.06,0.6,0.26,0.25,0.35,0.02,0.13,0.19
